BA00010	9.08574735214665	66
BA00040	11.4577251288976	36
BA00003	9.09565415633426	61
BA00017	9.9328793482086	50
BA00034	8.80993010187121	25
BA00015	6.81957279414317	37
BA00024	9.38255417843769	43
BA00029	5.71447770704017	23
BA00037	13.4441699728524	50
BA00033	7.80361318830578	29
BA00012	6.71092137244608	50
BA00013	6.89073941449835	140
BA00019	9.62601095320176	36
BA00005	9.9686347292369	206
BA00009	6.13695506820541	41
BA00023	17.733801524805	72
BA00026	10.5124768857632	41
BA00030	8.90832192726732	44
BA00007	11.5856797820374	40
BA00025	11.1315986686096	58
BA00018	10.0160508457548	41
BA00021	6.06913281398475	30
BA00028	11.8321695870391	80
BA00036	11.6658282287951	32
BA00014	12.3397572630114	37
BA00011	6.1405370248677	25
BA00031	13.7312867593101	47
BA00016	13.4056113134346	35
BA00020	10.5620782109105	90
BA00001	11.5117078126622	76
AverageKO_Estimated_CellNumber	9.93418747046929
END
